user,waktu,review
Hanif Naufal,8 tahun lalu,"Wisata alam yang sangat indah, worth it lah sama jalan yg dilalui. Udara yg dingin dan pemandangan yang indah membuat pikiran menjadi tenang"
Yerf,6 bulan lalu,sangat bagus
Vika Saraswati,7 tahun lalu,"Seru, ektrim, ngangenin, banyak lintah dan ulat bulu. Pos 1-2 rawan longsor"
DISPORBUDPAR KOTA BLITAR,8 tahun lalu,"Gunung kelud pada sisi yang berbeda, hiking dari blitar 2 jam perjalanan dgn view sangat indah"
afina 78,4 tahun lalu,Wonderful place...indah..dengan suasana yg masih asri...tiket masuk hanya 10 rb..lebih baik menggunakan jsa ojek setempat hanya dgn 35rb tiket p_p  untuk mencapai kawah..
Fatkhu Rizal Sofan,8 tahun lalu,"Jalan ke puncak sudah ditutup, sedang proses pembangunan. Menurut penjaga di pos kemungkinan satu tahun lagi baru bisa dibuka untuk wisata seperti sebelum 2014."
Memey Hanif,sebulan lalu,Tengchyuuuu kelud 🖤 …
Alfian Nuril,2 tahun lalu,Indah banget pemandangan nya
Wahyoedi Sne,6 tahun lalu,"Pemandngan nya sangat bagus, dan dapat terjangkau menggunakan kendaraan"
fadel lino,10 bulan lalu,"ojek arogan,sering kesini dan parkir di parkiran atas,tapi kemaren baru sampai parkiran mobil uda di teriakin suru berhenti dan akhirnya muter balik gajadi joging"
devi Kookie,7 tahun lalu,A great place to spend time with family. Beautiful scenery and very fresh air
Zakky Ramones,7 tahun lalu,Pemandangan yang bagus. Suhu udara tidak sedingin di bromo.
Silvy MX,3 tahun lalu,"Dulu ke sini pas sebelum meletus
Sekarang masih ttp cakep ya"
Kahfi Nugraha,7 tahun lalu,"Gunung kelud, gunung yang terletak di daerah kediri dan blitar ini cukup terkenal karna berapa tahun silam pernah meletus karna itu gunung kelud menjadi terkenal dari sebelumnya, gunung yg memiliki kaldera yg lumayan besar ini sangatlah …"
seiraj ahmad,6 tahun lalu,"bagus tempatnya,skrg bnyak taman yg dibangun dsni,ada goa juga tpi smpai skrg sya belum pernah masuk ke goanya cuma ke atas doang,untuk yg bawa sepeda motor lebih baik tinggal diparkiran aja apa lagi motornya udah tua alias tenaganya udah loyo jgn dipaksain naik mending ojek aja dstu bnyak ojek dan biyayanya murah skitar 7 ribuan doang"
Bebek Jelek,7 tahun lalu,Tempat wisata keren & menyenangkan. Cocok banget buat liburan bareng keluarga
Lekhan Soo,Diedit 4 tahun lalu,Tempat yg adem  nyaman walaupun ga bisa sampai ke kawah
Freddy David,8 tahun lalu,"an active volcano mountain, the view is fantastic and the mountain can be accessed easily from the bottom to the top"
The Wanderer Guy,8 tahun lalu,A great nature place for your short gateway. Not so far from the downtown of Kediri City. Approximately 45min by private vehicle. Road paved with good asphalt so don't hesitate to come over. You can enjoy great scenery and take a deep …
Muhammad Ainur Rochim,2 tahun lalu,Sangat sangat cantik pemandangannya salah satu rekomendasi tempat untuk healing
erwan 3012,Diedit 7 bulan lalu,"Jalur pendakian via Sugihwaras Ngancar ""wajib guide"""
Jossie Agf,7 tahun lalu,Track nya lumayan meski gunung nya tidak tinggi* amat . Tapi banyak bonus nya . View nya keren
Draco Malfoy,10 bulan lalu,"mt. kelud is honestly such a cool spot if you're into nature and mountain vibes. the view from up there is insane, especially around sunrise or late afternoon—totally worth the trip. the air’s fresh, the scenery’s dramatic, and the crater …"
Galeri Pemuda,4 tahun lalu,"Untuk memasuki kawasan Wisata Gunung Kelud, kamu harus menunjukkan surat keterangan vaksin melalui scan barcode aplikasi peduli lindungi. …"
ismoyo legowo,8 tahun lalu,Pemandangan Indah walau sunset... Cuaca sejuk dingin
deny putra irawan,7 tahun lalu,Udaranya segar penandangan alam yg mengesankan sayang lokasinya banyak yg rusak n d tutup karena perbaikan
JOENG SUKAMTO JUSUF,Diedit 5 tahun lalu,"Gunung Kelud lokasi di Jawa timur, masih dalam status aktif. Dalam aksara jawa ꦒꦸꦤꦸꦁꦏꦼꦭꦸꦠ꧀. Berada di perbatasan antara Kabupaten Kediri, Kabupaten Blitar, dan Kabupaten Malang, kira-kira 35 km sebelah timur pusat Kota Kediri dan 25 km …"
Ringgar Raydeftha,3 tahun lalu,"sudah 2x kesini, yg pertama thn 2018 ke kawah, kmrin ke puncak sejati"
our journey files,2 bulan lalu,our journey starts here..
c anugrah,2 tahun lalu,"Cuma 1 kekurangan nya, toiletnya sudah tidak berfungsi lagi. Selebihnya bagus. Yang gak mau capek jalan kaki, sudah tersedia ojek. Kalo dari parkiran motor Rp. 30rb PP, kalo dari parkir mobil Rp. 40rb PP"
Randi Herlambang,8 tahun lalu,Wisata alam yang sangat menakjubkan.
Ras ayu,5 tahun lalu,"Gunung Kelud 💕💕💕
Ingin kesini lagi, tentunya via basecamp Tulungrejo yg masyarakatnya baik2 dan sangat ramah. Tidak hanya itu, mereka jg sangat peduli. Kami disambut dan diperlakukan spt keluarga 💕💕💕 …"
abi denny,4 tahun lalu,Wisata dan pemandangan yg bagus
GILANG PRABU Belalang,7 tahun lalu,"medannya cukup bervariasi, sedia air yg banyak apabila akan mendaki sampai puncak"
Aldi Pratama,5 tahun lalu,"very beautiful scenery, gak rugi kali datang ke gunung Kelud 👍😁 …"
Lintang Luthfia Maulida,7 tahun lalu,Bagus tapi pengen liat kawah gabisaa
Ainun Ni Intan Syahfarini,8 tahun lalu,"Bagus banget, harga tiket masuknya terjangkau.
Cuman ada beberapa pengunjung yang buang sampah sembarangan."
003_Mahesa Dwi Prasetyo Utomo,Diedit 3 tahun lalu,"Kelud mountain is one of volcanoes mountain in Kediri, East Java which is my country. I often go there to travel or just for holiday. There’s a lot of local and foreign tourist in this mountain cause the beautifull view and atmosphere. My …"
Karnael Elisandria,3 tahun lalu,"Keren abis Gunung Kelud, apalagi touring bersama teman2"
Diva Cahya,4 bulan lalu,Memuaskan sekali banyak pilihan🥰 …
Ais Aqil,9 bulan lalu,Cocok untuk pemula
Bintang Galaxy,8 tahun lalu,Tempat wisata yg bagus utk bersantai bersama keluarga
Luqman Hakim,Diedit 6 tahun lalu,"Pertama kali ke 🗻 gunung Kelud,indah banget pemandangganya dan bisa lihat matahari terbit pd saat jam 06.30 pagi...😎 …"
Ulum Khoirul92,6 tahun lalu,Pemandangannya indah dan sejuk...
BLANK JI BON,7 tahun lalu,jalan ke kawah ditutup. tapi viewnya masih tetep bagus. semoga cepat selesai pembenahan jalan dan dibuka kembali wisata sampai ke kawah 👍👍👍 …
Amalia,setahun lalu,"Asri dan indah pemandangannya. Dari gerbang masuk ke parkiran aga jauh, tapi jalanny mulus. Deket parkiran ada resto/warung, tp d kawahny g ada. Saranku buat yg mau kesini: 1) datang pagi, karna bulan ini waktu kesini datang jam 8/9 dan jam …"
Toni Saptono,8 tahun lalu,"Salah satu tujuan wisa alam di Kabupaten Kediri, salah satu untuk meningkatkan daya tarik wisatawan diselenggarakannya pameran produk UMKM di rest area gunung kelud"
tri utami,6 tahun lalu,Gunung Kelud pasca erupsi makin mempesona
fifadlillah_,6 tahun lalu,Gunung yg sangat indah untuk dipandang oleh mata
Aris Rifkhi,2 tahun lalu,"Titip jejak, overal masih sejuk segar,view masih enak"
Rudi Zakky Pahlawan (JQ),setahun lalu,"tiap ke kawah kelud, bentuknya berubah.. saking lumayan seringnya erupsi, dan selalu menarik. …"
mung amarindro,3 tahun lalu,"Pas lagi banyak kabut, tapi menyenangkan."
Edo Christianto,6 tahun lalu,sungguh menakjubkan dapat kembali mengunjungi kawahnya sesudah letusan 6 tahun lalu
Muhammad Khuwarizmy,8 tahun lalu,"Dengan ketinggian yang relatif sedang, gunung ini menyajikan pemandangan yang sangat memukau, namun jangan diremehkan ya, keep safety"
Ripki Andrian,7 tahun lalu,"Bagus sih , cuman ojek nya aja yang mahal"
Mas Widodo,Diedit 8 bulan lalu,"Suwasana sejuk adem dihati, pikiran fres enak buat ngopi sambil nyantai👍👍 …"
ahmad fandi,6 tahun lalu,Salah satu hal yg wajib klo berkunjung di kediri..
gerandis,2 tahun lalu,"Akses menuju Gunung Kelud bisa menggunakan kendaraan pribadi, jika pakai mobil perjalanan menuju kawah dilanjutkan dengan jalan kaki sekitar 5 km atau dengan naik ojek dengan tarif 40 ribu pp. Jika pake motor, dari parkiran mobil masih bisa …"
Jelita Dew,Diedit 3 tahun lalu,"Cool air, beautiful crater, pay 30,000 to go there by motorcycle"
Ibnu Sopingi Al Njasemy,2 tahun lalu,"PT Abipraya sepertinya salah bangun jalan deh. Harusnya untuk wisatawan malah di kuasai segelintir oknum. Yaitu tukang ojek. Jalannya sudah bagus, tapi motor di stop, suruh parkir jauh dari kawah. Tolong petugas wisata untuk …"
Rochmad Rohmad,6 tahun lalu,"Sejuk, tetap hati2 kalau bawa anak2 dan kakek2,"
Adam Dam,setahun lalu,"Yg mau ke sini, klau memang fisiknya lemah, mending ngojek aja deh wkwkw"
Angga Putra Pratama,7 tahun lalu,"setelah letusan pada tahun silam, semoga perbaikan infrastrukturnya lebih ditingkatkan lagi"
Taufan Eka Putra Thamin,8 tahun lalu,"Tempat liburan asyik, kenang2an masa2 itu"
Anas Saja,6 tahun lalu,Indah dan treknya cukup menantang
Goentor Sujaya,5 tahun lalu,"Jalurnya sudah baik, namun mesti harus tetap berhati-hati"
fenda esemkita,5 tahun lalu,"Gunung Kelud adalah sebuah gunung berapi di Provinsi Jawa Timur, Indonesia, yang tergolong aktif. Gunung ini berada di perbatasan antara Kabupaten Kediri, Kabupaten Blitar, dan Kabupaten Malang, …"
Andoyo Andoyo,setahun lalu,"Saya ke gunung kelud pertamakali tahun 2012,, anak gunung kelud masih ada,  terowongan masih bagus,  tangga naik kepuncak begitu indah,  tangga turun ke air panas belerang juga bagus"
tsan iyah,setahun lalu,"kesini pertama mau turun ke kawah gabole krn sedang ada proyek.
kesini kedua, boro"" sampai kawah, baru seperempat jalan saja rasanya sudah pusing, mual, sakit perut, _-"
Akhmad Firdos Khoiril Khitam,7 tahun lalu,"Pemandangan menarik..
Sebelum naik bisa lihat kebun nanas dan wisata petik nanas. Pastikan kendaraan prima."
Bintang Eka,3 tahun lalu,This is good place for healing✨ i rekomend you bring some food or snack if you feel hungry because there is no food vendors on the top of kelud.
Ahmad Fitri Zakaria,6 tahun lalu,Lumayan bagus pemandangannya
Triatmo Sugihartono,setahun lalu,"Udaranya sangat sejuk,melebihi puncak bogor,sangat asri,alami dan menenangkan di hati,bagi anda yg.baru di PHP sama kekasih,mendingan cari kekasih baru dan dibawa ke sini pasti wau....🤣🤣🤣👍👍👍👍 …"
Rizqi Ariansyah87,8 tahun lalu,"Tempat yg sangat indah dan cocok buat ngetrip bareng kawan2 ,apalagi saat masih banyak kabut di puncak kelud"
Jack 07,2 tahun lalu,Viewnya bgus banget.meski jalannya ngeri banget. Untuk ada ojek yg hafal area dan lalu lalang dsni  PP cm 40rb. …
Riyanda Arum,3 tahun lalu,"Kelud mountain has a gorgeous scenery, especially when the colour of the crater is tosca."
Galih Jiwatman,6 tahun lalu,"so beautiful and natural, but the track must be repaired"
Wawan Channel,3 tahun lalu,Sejuk dan nyaman buat bersantai
Lord Hendrik,8 bulan lalu,Sangat rekomendasi buat luangin waktu di akhir pekan. kegiatan positif.
Loekman Hakeem,8 tahun lalu,"Pernah kesini sebelum meletus. Dari sekarang penasaran terus, seperti apa."
Retno Wulan,setahun lalu,Setiap kesana Alhamdulillah selalu dapat view yang bagus dan suasana sejuk entah itu berkabut atau kawah terlihat membeku yang terlihat sangat indah 🫶 …
Aini Aini,8 bulan lalu,Pemandangan yang sangat  sangat luar biasa sekali sangat bagus
pujianto namaku,2 tahun lalu,Exotic dan kerenn untuk dikunjungi😊 …
Elink Nirwana,6 tahun lalu,Cantik ya.. cuman jalannya jauh banget buat ke kawah Kelud 😁 …
Muhammad Ridha,3 tahun lalu,"Keren Bat
Desember 2022 akhir full kabut selama 3 hari"
Ahsanatul Munawwaroh,setahun lalu,Mempunyai warna kawah yang unik. Selain itu tersedia ojek jika tidak ingin mendaki
Bilwan MS Huzaerudin,6 tahun lalu,Suasananya sejuk dan banyak pemandangan yang indah.
Patrya Blitar,4 tahun lalu,G.kelud merupakan wisata alam yg sangat mnarik dan bikin kesana lagi
Havian R,7 tahun lalu,Gunung yang ramai di kunjungi wisatawan. Indah nya pemandangan
cinta amaliasaliha,setahun lalu,Terimakasih mbahkung sdh mengantar kami ke gng kelud
Rahma Setya,10 bulan lalu,"Gak sampai naik gunung keludnya sih,kesana pas weekday.jadi sepi jalannannya"
Ali,Diedit setahun lalu,"tempat camp yg cukup menarik, apalagi ditambah jalur menuju puncak kawah yg lumayan extreme, tapi semua itu akan dibayar lunas ketika sudah sampai puncak."
Fakhri Maulana Asli,2 tahun lalu,Pemandangan nya indah kalau mau lihat kawah bisa jalan kaki atau naik ojek lebih di saran kan naik ojek sih wkkwwk soal nya jalan nya nanjak
Reni Puspita Sari,4 tahun lalu,Tempat wisata alam wajib dikunjungi.
Leonsius Bainardi,9 bulan lalu,"di suguhkan dg panorama yg memukaukan mata,,, dg perjalanan yg menantang kekuatan fisik"
febry ani,6 tahun lalu,indah sejuk dan mendamaikan.apalagi kalo sampai puncak....hmmmm indah banget dari atas
Probo Darono Yakti,8 tahun lalu,"Kunjungi pada saat tertentu untuk mendapatkan best view. Jangan sampai datang di puncak pada saat mendung dan berkabut, tentunya mengganggu keasyikan anda dalam berfoto ria baik bersama maupun swafoto. Bawalah bekal secukupnya untuk …"
Andre Belfort,setahun lalu,Naik motor kayanya lebih seruuuu
Muhammad A. S. Jawwad,6 tahun lalu,"Udara segar, pemandangan mantap. Dari parkiran mobil menuju kawah jalan kaki menanjak sekitar 2 jam santai (tapi ada ojek kalau mau, 50 ribu pp). Jalan hampir semua sudah diaspal mulus, sampai ladang Edelweiss. Datanglah selain hari sabtu-minggu agar tidak terlalu padat."
Azwar Anas,8 tahun lalu,"Sayang nya perbaikan nya dari tahun 2015 sampy sekrang blm selesay sehingga untuk mencapai kawah tidak bisa dan di pagari,kecewa"
ChoDhot Aza,setahun lalu,"Pemandangannya indah walaupun banyak yang rusak akibat letusan tahun 2014 yg lalu, pemandian air hangat pun juga belum bisa dibenahi, ditambah lagi sekarang sudah gak bisa lagi naik motor ataupun mobil sampai dipuncak dekat kawah, kalo dulu …"
Muhammad Ilham,7 tahun lalu,"Pengalaman saya disaat saya mengunjungi gunung kelud,  pemandangannya indah dingin dan sejuk saya suka sekali.  Namun ada objek yg msih dalam tahap renovasi namun tak segera selesai. Akses untuk menuju puncak kita diharuskan naik ojek motor …"
yt bang why Blue,2 bulan lalu,Bagus sekali
Aqmarina Rasika,9 tahun lalu,a must visit mountain in east java! can be reached by your personal vehicle: motor cycle or car
Tahta Laksana Dewanata,6 tahun lalu,"Gunung terdekat di kediri dan sudah bisa mewakili muncak, wkwkw"
Agus Ridwan,7 tahun lalu,"Luar biasa ke apian dan indahnya gunung ini , tapi sayang pintu masuk ke atas di tutup dan ada tulisan di buka pukul 07.00. Oh ..! disayangkan sebetulnya pingin menikmati sunrise di puncak kelud. Padahal tim kami sdh menempuh perjalanan dg …"
Dicky Kurniawan,3 tahun lalu,"wajib naik ojek ygy, walaupun udah bayar karcis dan bawa motor sendiri ga boleh naik sampe deket kawah, mending ke cangar, viewnya bagus gratis pula"
Ahyar Rosyadi,7 tahun lalu,"Menurut sy sih. Utk menagament wisata nya bagus. Bersih lumayan, teratur gitu. Tp panasnya MasyaAllah. Waktu itu kami turun skitar jam 2an. Nah las hampir jam 4an gitu, ada kabut pekat bgt, gatau itu tiap hari atay tumben. Jd saran sih ya …"
Nurul LIND,Diedit 7 tahun lalu,"Pemandangan yang Indah, jalan berliku liku, dengan cerita yang menarik.."
Naufal Khulafa,setahun lalu,"nice panorama, proper for family vacation"
khoirul anwar,3 tahun lalu,"Wisata alam yang ada di kabupaten Kediri, terdapat kawah yang bisa berubah warna sesuai keadaan, perjalanan nanjak akan terbayar dengan panorama yang indah sampai di atas."
Akbar Maulana,6 tahun lalu,Pemandangan indah dari bumi Nusantara
Agung pribadi,7 tahun lalu,"Gunung kelud.
Untuk menuju puncak, pengunjung harus naik jeep dari pintu loket masuk menuju tempat parkir. Tarifnya Rp 375 ribu untuk empat orang. Bisa juga naik shuttle …"
Grayson kafieSitgh,10 bulan lalu,"Gelang sudah Kalung sudah Tinggal Kekuatan Jaket ku  Syarat Di Kubur
Gelang kalung JaketKu"
jamal JR 123,8 tahun lalu,"Tempat nya indah, naik ke pucuk lumayan capek nya 😁 …"
Lintang Songo,3 tahun lalu,Tempatnya asyik buat pecinta selfi
achmad hakiki,8 tahun lalu,"Pemandangan alam di sekitaran gunung kelud masih memukau dan aroma udara yg masih segar. Cukup dingin apabila kabut datang.
Untuk pengunjung yg lewat jalan dari kediri belum diijinkan memasuki area kawah. …"
Ricky Wardana,7 tahun lalu,"Tempat wisata alam yang menarik di kediri/ blitar. Dulu lebih bagus karena selain ada anak gunung kelud, ada pemandian air panas dan terowongan buatan. Akan tetapi setelah meletus sepertinya agak berantakan, tapi sudah mulai dibangun lagi. …"
gino schretzmeijer,8 bulan lalu,Amazing place😍 …
GAMBANG MOTOR,setahun lalu,Bagus sebenarnya sayang ojek mahal kalo mau jalan tipis2 terganggu karna ojek berseliweran
Nisaaa Khoirunisa,8 tahun lalu,"Udaranya yg dingin, suasana yg berkabut cocok untuk merefresh fikiran😂 …"
Mada Prayoga,4 tahun lalu,Pegunungan dengan jalan yg menanjak
Hanif M,6 tahun lalu,"Kesini ketika belum dibolehkan turun ke kawah, cuma dari atas bibir kawah saja. Untuk kelokasi, jala n 3 kilo meter dari parkiran sepeda motor, atau bisa juga pakai ojel.motor yang disediakan paguyuban pemuda gunung kelud, tarifnya Rp 30.000 untuk ojek, tarif masuk lokasi hari libir Rp 10.000"
Martin Kolondam,3 tahun lalu,"Pemandangan nya bagus dan udara nya dingin dan berkabut, waktu hujan banyak di jual jas hujan murah (10 ribu an). Hanya tempat rest area nya tidak luas (parkir mobil). Untuk ke kawah nya harus naik ojek biaya nya Rp.30.000 untuk naik dan turun. Ada banyak jasa foto di area kawah nya."
M Farkhan Mubarok,2 tahun lalu,"Gunung Kelud (dalam aksara jawa: ꦒꦸꦤꦸꦁꦏꦼꦭꦸꦠ꧀a) adalah sebuah gunung berapi di Jawa Timur yang hingga sekarang tergolong aktif. Secara geografis letak gunung ini berada di perbatasan antara Kabupaten Kediri, Kabupaten Blitar, dan Kabupaten …"
musdi guru,7 tahun lalu,Sementara gak bisa sampai kawah
Nurila Wahyuni,7 tahun lalu,Salah satunya destinasi buat hiker seperti saya ini..  Rekomendasi banget dah buat para hikers yang Newbe hhhehe...  Karena medan yang landai tapi menyuguhkan pemandangan yang Amat sangat  Amazing place..  I really really loving this …
An tok,6 tahun lalu,"Tempatnya indah, bagus, asik buat hunting foto"
Fredy Oky Erlanda,6 tahun lalu,Gn kelud via karangrejo sangat indah
Putri Salju,Diedit 4 tahun lalu,Bagus sekali... kawah Gunung kelud..
fajar Dotyeh,2 tahun lalu,"Seru, tanjakan tidak terlalu extreem sampai tempat parkir terakhir, lelah, dingin terbayarkan dengan keindahan alam gunung kelud, rekomendasi kesini dimusim kemarau saja, saat musim hujan cuaca tak bisa dipresiksi, hujan kadang tak kunjung …"
